1,3,0,0,0,0,1,1,0,11,1,1,1
2,1,0.0441,0.044991,0,0,1,1,0,11,1,1.1,0.9
3,1,0.07,0.0714143,0,0,1,1,0,11,1,1.1,0.9
4,1,0.14,0.1428286,0,0,1,1,0,11,1,1.1,0.9
5,1,0.0441,0.044991,0,0,1,1,0,11,1,1.1,0.9
6,1,0.14,0.1428286,0,0,1,1,0,11,1,1.1,0.9
7,1,0.14,0.1428286,0,0,1,1,0,11,1,1.1,0.9
8,1,0.07,0.0714143,0,0,1,1,0,11,1,1.1,0.9
9,1,0.07,0.0714143,0,0,1,1,0,11,1,1.1,0.9
10,1,0.0441,0.044991,0,0,1,1,0,11,1,1.1,0.9
11,1,0.14,0.1428286,0,0,1,1,0,11,1,1.1,0.9
12,1,0.07,0.0714143,0,0,1,1,0,11,1,1.1,0.9
13,1,0.0441,0.044991,0,0,1,1,0,11,1,1.1,0.9
14,1,0.07,0.0714143,0,0,1,1,0,11,1,1.1,0.9
15,1,0.14,0.1428286,0,0,1,1,0,11,1,1.1,0.9
